Date,WarehouseID,Stage,CapacityUnits,CompletedUnits,OpeningQueueUnits,ClosingQueueUnits,WaitUnitDays
2024-04-01,1,Pack,214,155,155,0,465
2024-04-01,1,Pick,218,126,126,0,0
2024-04-01,2,Dispatch,217,180,180,0,540
2024-04-01,2,Pack,219,130,130,0,390
2024-04-01,2,Pick,220,134,134,0,0
2024-04-01,3,Dispatch,263,121,121,0,363
2024-04-01,3,Pack,216,125,125,0,375
2024-04-01,3,Pick,248,166,166,0,0
2024-04-02,1,Dispatch,231,155,155,0,155
2024-04-02,1,Pack,183,126,126,0,126
2024-04-02,1,Pick,230,141,141,0,0
2024-04-02,2,Dispatch,231,130,130,0,130
2024-04-02,2,Pack,233,134,134,0,134
2024-04-02,2,Pick,224,130,130,0,0
2024-04-02,3,Dispatch,253,125,125,0,125
2024-04-02,3,Pack,193,166,166,0,166
2024-04-02,3,Pick,222,115,115,0,0
2024-04-03,1,Dispatch,235,126,126,0,126
2024-04-03,1,Pack,203,141,141,0,141
2024-04-03,1,Pick,256,204,204,0,0
2024-04-03,2,Dispatch,247,134,134,0,134
2024-04-03,2,Pack,190,130,130,0,130
2024-04-03,2,Pick,224,115,115,0,0
2024-04-03,3,Dispatch,217,166,166,0,166
2024-04-03,3,Pack,229,115,115,0,115
2024-04-03,3,Pick,257,159,165,6,0
2024-04-04,1,Dispatch,204,141,141,0,141
2024-04-04,1,Pack,198,198,204,6,198
2024-04-04,1,Pick,207,132,132,0,0
2024-04-04,2,Dispatch,232,130,130,0,130
2024-04-04,2,Pack,198,115,115,0,115
2024-04-04,2,Pick,225,154,154,0,0
2024-04-04,3,Dispatch,241,115,115,0,115
2024-04-04,3,Pack,197,159,159,0,159
2024-04-04,3,Pick,206,168,188,20,0
2024-04-05,1,Dispatch,222,198,198,0,198
2024-04-05,1,Pack,190,138,138,0,144
2024-04-05,1,Pick,233,153,153,0,0
2024-04-05,2,Dispatch,220,115,115,0,115
2024-04-05,2,Pack,218,154,154,0,154
2024-04-05,2,Pick,213,190,190,0,0
2024-04-05,3,Dispatch,237,159,159,0,159
2024-04-05,3,Pack,214,168,168,0,168
2024-04-05,3,Pick,249,170,181,11,20
2024-04-08,1,Dispatch,200,138,138,0,414
2024-04-08,1,Pack,224,153,153,0,459
2024-04-08,1,Pick,235,132,132,0,0
2024-04-08,2,Dispatch,243,154,154,0,462
2024-04-08,2,Pack,185,185,190,5,555
2024-04-08,2,Pick,247,214,214,0,0
2024-04-08,3,Dispatch,232,168,168,0,504
2024-04-08,3,Pack,202,170,170,0,510
2024-04-08,3,Pick,229,212,223,11,0
2024-04-09,1,Dispatch,237,153,153,0,153
2024-04-09,1,Pack,208,132,132,0,132
2024-04-09,1,Pick,258,207,207,0,0
2024-04-09,2,Dispatch,258,185,185,0,185
2024-04-09,2,Pack,215,215,219,4,230
2024-04-09,2,Pick,265,146,148,2,0
2024-04-09,3,Dispatch,260,170,170,0,170
2024-04-09,3,Pack,193,193,212,19,193
2024-04-09,3,Pick,211,168,174,6,20
2024-04-10,1,Dispatch,232,132,132,0,132
2024-04-10,1,Pack,227,207,207,0,207
2024-04-10,1,Pick,257,171,171,0,0
2024-04-10,2,Dispatch,207,207,215,8,207
2024-04-10,2,Pack,200,150,150,0,154
2024-04-10,2,Pick,234,159,161,2,0
2024-04-10,3,Dispatch,233,193,193,0,193
2024-04-10,3,Pack,184,184,187,3,203
2024-04-10,3,Pick,228,176,182,6,0
2024-04-11,1,Dispatch,263,207,207,0,207
2024-04-11,1,Pack,209,171,171,0,171
2024-04-11,1,Pick,206,134,134,0,0
2024-04-11,2,Dispatch,227,158,158,0,166
2024-04-11,2,Pack,202,159,159,0,159
2024-04-11,2,Pick,226,185,187,2,0
2024-04-11,3,Dispatch,213,184,184,0,184
2024-04-11,3,Pack,227,179,179,0,182
2024-04-11,3,Pick,245,159,183,24,0
2024-04-12,1,Dispatch,232,171,171,0,171
2024-04-12,1,Pack,190,134,134,0,134
2024-04-12,1,Pick,231,171,171,0,0
2024-04-12,2,Dispatch,249,159,159,0,159
2024-04-12,2,Pack,203,185,185,0,185
2024-04-12,2,Pick,217,193,193,0,6
2024-04-12,3,Dispatch,223,179,179,0,179
2024-04-12,3,Pack,235,159,159,0,159
2024-04-12,3,Pick,260,135,159,24,0
2024-04-15,1,Dispatch,220,134,134,0,402
2024-04-15,1,Pack,239,171,171,0,513
2024-04-15,1,Pick,227,185,185,0,0
2024-04-15,2,Dispatch,218,185,185,0,555
2024-04-15,2,Pack,210,193,193,0,579
2024-04-15,2,Pick,238,169,169,0,0
2024-04-15,3,Dispatch,202,159,159,0,477
2024-04-15,3,Pack,212,135,135,0,405
2024-04-15,3,Pick,213,144,168,24,0
2024-04-16,1,Dispatch,260,171,171,0,171
2024-04-16,1,Pack,238,185,185,0,185
2024-04-16,1,Pick,217,150,150,0,0
2024-04-16,2,Dispatch,262,193,193,0,193
2024-04-16,2,Pack,183,169,169,0,169
2024-04-16,2,Pick,209,98,98,0,0
2024-04-16,3,Dispatch,219,135,135,0,135
2024-04-16,3,Pack,212,144,144,0,144
2024-04-16,3,Pick,259,177,201,24,0
2024-04-17,1,Dispatch,228,185,185,0,185
2024-04-17,1,Pack,217,150,150,0,150
2024-04-17,1,Pick,237,113,113,0,0
2024-04-17,2,Dispatch,219,169,169,0,169
2024-04-17,2,Pack,192,98,98,0,98
2024-04-17,2,Pick,236,164,164,0,0
2024-04-17,3,Dispatch,246,144,144,0,144
2024-04-17,3,Pack,186,177,177,0,177
2024-04-17,3,Pick,265,130,161,31,0
2024-04-18,1,Dispatch,222,150,150,0,150
2024-04-18,1,Pack,186,113,113,0,113
2024-04-18,1,Pick,264,113,113,0,0
2024-04-18,2,Dispatch,227,98,98,0,98
2024-04-18,2,Pack,214,164,164,0,164
2024-04-18,2,Pick,244,130,130,0,0
2024-04-18,3,Dispatch,231,177,177,0,177
2024-04-18,3,Pack,192,130,130,0,130
2024-04-18,3,Pick,241,124,176,52,0
2024-04-19,1,Dispatch,235,113,113,0,113
2024-04-19,1,Pack,237,113,113,0,113
2024-04-19,1,Pick,210,151,166,15,0
2024-04-19,2,Dispatch,208,164,164,0,164
2024-04-19,2,Pack,226,130,130,0,130
2024-04-19,2,Pick,257,193,196,3,0
2024-04-19,3,Dispatch,237,130,130,0,130
2024-04-19,3,Pack,218,124,124,0,124
2024-04-19,3,Pick,205,96,148,52,0
2024-04-22,1,Dispatch,258,113,113,0,339
2024-04-22,1,Pack,232,151,151,0,453
2024-04-22,1,Pick,213,155,155,0,45
2024-04-22,2,Dispatch,221,130,130,0,390
2024-04-22,2,Pack,198,193,193,0,579
2024-04-22,2,Pick,244,114,117,3,0
2024-04-22,3,Dispatch,221,124,124,0,372
2024-04-22,3,Pack,214,96,96,0,288
2024-04-22,3,Pick,209,209,220,11,425
2024-04-23,1,Dispatch,217,151,151,0,151
2024-04-23,1,Pack,205,155,155,0,155
2024-04-23,1,Pick,226,134,134,0,0
2024-04-23,2,Dispatch,200,193,193,0,193
2024-04-23,2,Pack,212,114,114,0,114
2024-04-23,2,Pick,241,178,181,3,0
2024-04-23,3,Dispatch,256,96,96,0,96
2024-04-23,3,Pack,193,193,209,16,193
2024-04-23,3,Pick,244,178,178,0,11
2024-04-24,1,Dispatch,246,155,155,0,155
2024-04-24,1,Pack,185,134,134,0,134
2024-04-24,1,Pick,230,229,229,0,0
2024-04-24,2,Dispatch,225,114,114,0,114
2024-04-24,2,Pack,226,178,178,0,178
2024-04-24,2,Pick,216,112,120,8,0
2024-04-24,3,Dispatch,244,193,193,0,193
2024-04-24,3,Pack,183,183,194,11,199
2024-04-24,3,Pick,267,140,140,0,0
2024-04-25,1,Dispatch,230,134,134,0,134
2024-04-25,1,Pack,234,229,229,0,229
2024-04-25,1,Pick,222,205,205,0,0
2024-04-25,2,Dispatch,235,178,178,0,178
2024-04-25,2,Pack,197,112,112,0,112
2024-04-25,2,Pick,258,172,180,8,0
2024-04-25,3,Dispatch,200,183,183,0,183
2024-04-25,3,Pack,229,151,151,0,162
2024-04-25,3,Pick,242,157,157,0,0
2024-04-26,1,Dispatch,216,216,229,13,216
2024-04-26,1,Pack,221,205,205,0,205
2024-04-26,1,Pick,257,135,148,13,0
2024-04-26,2,Dispatch,224,112,112,0,112
2024-04-26,2,Pack,184,172,172,0,172
2024-04-26,2,Pick,262,128,136,8,0
2024-04-26,3,Dispatch,203,151,151,0,151
2024-04-26,3,Pack,210,157,157,0,157
2024-04-26,3,Pick,250,155,155,0,0
2024-04-29,1,Dispatch,207,207,218,11,634
2024-04-29,1,Pack,219,135,135,0,405
2024-04-29,1,Pick,255,169,169,0,39
2024-04-29,2,Dispatch,229,172,172,0,516
2024-04-29,2,Pack,220,128,128,0,384
2024-04-29,2,Pick,265,164,164,0,55
2024-04-29,3,Dispatch,251,157,157,0,471
2024-04-29,3,Pack,234,155,155,0,465
2024-04-29,3,Pick,212,183,183,0,0
2024-04-30,1,Dispatch,259,146,146,0,179
2024-04-30,1,Pack,230,169,169,0,169
2024-04-30,1,Pick,254,140,140,0,0
2024-04-30,2,Dispatch,228,128,128,0,128
2024-04-30,2,Pack,212,164,164,0,164
2024-04-30,2,Pick,225,116,116,0,0
2024-04-30,3,Dispatch,224,155,155,0,155
2024-04-30,3,Pack,195,183,183,0,183
2024-04-30,3,Pick,206,198,198,0,0
2024-05-01,1,Dispatch,202,169,169,0,169
2024-05-01,1,Pack,218,140,140,0,140
2024-05-01,1,Pick,246,158,158,0,0
2024-05-01,2,Dispatch,209,164,164,0,164
2024-05-01,2,Pack,190,116,116,0,116
2024-05-01,2,Pick,236,170,170,0,0
2024-05-01,3,Dispatch,202,183,183,0,183
2024-05-01,3,Pack,189,189,198,9,189
2024-05-01,3,Pick,237,214,214,0,0
2024-05-02,1,Dispatch,212,140,140,0,140
2024-05-02,1,Pack,185,158,158,0,158
2024-05-02,1,Pick,218,171,181,10,0
2024-05-02,2,Dispatch,232,116,116,0,116
2024-05-02,2,Pack,218,170,170,0,170
2024-05-02,2,Pick,246,158,158,0,0
2024-05-02,3,Dispatch,258,189,189,0,189
2024-05-02,3,Pack,195,195,223,28,204
2024-05-02,3,Pick,252,148,148,0,0
2024-05-03,1,Dispatch,234,158,158,0,158
2024-05-03,1,Pack,205,171,171,0,171
2024-05-03,1,Pick,225,171,189,18,10
2024-05-03,2,Dispatch,259,170,170,0,170
2024-05-03,2,Pack,226,158,158,0,158
2024-05-03,2,Pick,206,160,160,0,0
2024-05-03,3,Dispatch,201,195,195,0,195
2024-05-03,3,Pack,226,176,176,0,204
2024-05-03,3,Pick,252,175,175,0,0
2024-05-06,1,Dispatch,218,171,171,0,513
2024-05-06,1,Pack,191,171,171,0,513
2024-05-06,1,Pick,214,202,220,18,0
2024-05-06,2,Dispatch,212,158,158,0,474
2024-05-06,2,Pack,226,160,160,0,480
2024-05-06,2,Pick,216,126,126,0,0
2024-05-06,3,Dispatch,236,176,176,0,528
2024-05-06,3,Pack,192,175,175,0,525
2024-05-06,3,Pick,206,114,114,0,0
2024-05-07,1,Dispatch,240,171,171,0,171
2024-05-07,1,Pack,223,202,202,0,202
2024-05-07,1,Pick,223,173,173,0,72
2024-05-07,2,Dispatch,223,160,160,0,160
2024-05-07,2,Pack,199,126,126,0,126
2024-05-07,2,Pick,257,130,130,0,0
2024-05-07,3,Dispatch,215,175,175,0,175
2024-05-07,3,Pack,232,114,114,0,114
2024-05-07,3,Pick,205,141,141,0,0
2024-05-08,1,Dispatch,201,201,202,1,201
2024-05-08,1,Pack,186,173,173,0,173
2024-05-08,1,Pick,234,199,199,0,0
2024-05-08,2,Dispatch,262,126,126,0,126
2024-05-08,2,Pack,211,130,130,0,130
2024-05-08,2,Pick,268,130,130,0,0
2024-05-08,3,Dispatch,210,114,114,0,114
2024-05-08,3,Pack,217,141,141,0,141
2024-05-08,3,Pick,263,146,146,0,0
2024-05-09,1,Dispatch,212,174,174,0,175
2024-05-09,1,Pack,199,199,199,0,199
2024-05-09,1,Pick,208,163,163,0,0
2024-05-09,2,Dispatch,219,130,130,0,130
2024-05-09,2,Pack,209,130,130,0,130
2024-05-09,2,Pick,239,169,169,0,0
2024-05-09,3,Dispatch,217,141,141,0,141
2024-05-09,3,Pack,200,146,146,0,146
2024-05-09,3,Pick,266,178,178,0,0
2024-05-10,1,Dispatch,245,199,199,0,199
2024-05-10,1,Pack,194,163,163,0,163
2024-05-10,1,Pick,227,173,173,0,0
2024-05-10,2,Dispatch,231,130,130,0,130
2024-05-10,2,Pack,204,169,169,0,169
2024-05-10,2,Pick,266,148,148,0,0
2024-05-10,3,Dispatch,258,146,146,0,146
2024-05-10,3,Pack,216,178,178,0,178
2024-05-10,3,Pick,244,188,188,0,0
2024-05-13,1,Dispatch,227,163,163,0,489
2024-05-13,1,Pack,194,173,173,0,519
2024-05-13,1,Pick,234,132,132,0,0
2024-05-13,2,Dispatch,245,169,169,0,507
2024-05-13,2,Pack,215,148,148,0,444
2024-05-13,2,Pick,235,190,190,0,0
2024-05-13,3,Dispatch,247,178,178,0,534
2024-05-13,3,Pack,202,188,188,0,564
2024-05-13,3,Pick,232,137,137,0,0
2024-05-14,1,Dispatch,257,173,173,0,173
2024-05-14,1,Pack,212,132,132,0,132
2024-05-14,1,Pick,238,149,149,0,0
2024-05-14,2,Dispatch,262,148,148,0,148
2024-05-14,2,Pack,219,190,190,0,190
2024-05-14,2,Pick,236,85,85,0,0
2024-05-14,3,Dispatch,215,188,188,0,188
2024-05-14,3,Pack,196,137,137,0,137
2024-05-14,3,Pick,259,119,119,0,0
2024-05-15,1,Dispatch,201,132,132,0,132
2024-05-15,1,Pack,198,149,149,0,149
2024-05-15,1,Pick,220,170,170,0,0
2024-05-15,2,Dispatch,200,190,190,0,190
2024-05-15,2,Pack,219,85,85,0,85
2024-05-15,2,Pick,209,201,201,0,0
2024-05-15,3,Dispatch,261,137,137,0,137
2024-05-15,3,Pack,183,119,119,0,119
2024-05-15,3,Pick,250,181,181,0,0
2024-05-16,1,Dispatch,235,149,149,0,149
2024-05-16,1,Pack,197,170,170,0,170
2024-05-16,1,Pick,237,148,148,0,0
2024-05-16,2,Dispatch,226,85,85,0,85
2024-05-16,2,Pack,193,193,201,8,193
2024-05-16,2,Pick,248,119,119,0,0
2024-05-16,3,Dispatch,216,119,119,0,119
2024-05-16,3,Pack,220,181,181,0,181
2024-05-16,3,Pick,208,176,176,0,0
2024-05-17,1,Dispatch,219,170,170,0,170
2024-05-17,1,Pack,204,148,148,0,148
2024-05-17,1,Pick,223,170,170,0,0
2024-05-17,2,Dispatch,232,193,193,0,193
2024-05-17,2,Pack,221,127,127,0,135
2024-05-17,2,Pick,245,165,165,0,0
2024-05-17,3,Dispatch,214,181,181,0,181
2024-05-17,3,Pack,218,176,176,0,176
2024-05-17,3,Pick,216,167,167,0,0
2024-05-20,1,Dispatch,204,148,148,0,444
2024-05-20,1,Pack,203,170,170,0,510
2024-05-20,1,Pick,222,129,129,0,0
2024-05-20,2,Dispatch,250,127,127,0,381
2024-05-20,2,Pack,229,165,165,0,495
2024-05-20,2,Pick,253,161,161,0,0
2024-05-20,3,Dispatch,230,176,176,0,528
2024-05-20,3,Pack,219,167,167,0,501
2024-05-20,3,Pick,251,166,166,0,0
2024-05-21,1,Dispatch,246,170,170,0,170
2024-05-21,1,Pack,237,129,129,0,129
2024-05-21,1,Pick,216,116,116,0,0
2024-05-21,2,Dispatch,229,165,165,0,165
2024-05-21,2,Pack,237,161,161,0,161
2024-05-21,2,Pick,235,192,192,0,0
2024-05-21,3,Dispatch,250,167,167,0,167
2024-05-21,3,Pack,190,166,166,0,166
2024-05-21,3,Pick,204,152,152,0,0
2024-05-22,1,Dispatch,219,129,129,0,129
2024-05-22,1,Pack,203,116,116,0,116
2024-05-22,1,Pick,227,119,119,0,0
2024-05-22,2,Dispatch,216,161,161,0,161
2024-05-22,2,Pack,200,192,192,0,192
2024-05-22,2,Pick,244,138,138,0,0
2024-05-22,3,Dispatch,202,166,166,0,166
2024-05-22,3,Pack,195,152,152,0,152
2024-05-22,3,Pick,218,182,182,0,0
2024-05-23,1,Dispatch,227,116,116,0,116
2024-05-23,1,Pack,194,119,119,0,119
2024-05-23,1,Pick,225,143,143,0,0
2024-05-23,2,Dispatch,218,192,192,0,192
2024-05-23,2,Pack,220,138,138,0,138
2024-05-23,2,Pick,249,124,129,5,0
2024-05-23,3,Dispatch,243,152,152,0,152
2024-05-23,3,Pack,197,182,182,0,182
2024-05-23,3,Pick,221,162,162,0,0
2024-05-24,1,Dispatch,237,119,119,0,119
2024-05-24,1,Pack,189,143,143,0,143
2024-05-24,1,Pick,255,186,186,0,0
2024-05-24,2,Dispatch,229,138,138,0,138
2024-05-24,2,Pack,226,124,124,0,124
2024-05-24,2,Pick,247,216,236,20,0
2024-05-24,3,Dispatch,247,182,182,0,182
2024-05-24,3,Pack,204,162,162,0,162
2024-05-24,3,Pick,249,138,138,0,0
2024-05-27,1,Dispatch,210,143,143,0,429
2024-05-27,1,Pack,193,186,186,0,558
2024-05-27,1,Pick,240,112,112,0,0
2024-05-27,2,Dispatch,259,124,124,0,372
2024-05-27,2,Pack,191,191,216,25,573
2024-05-27,2,Pick,235,232,250,18,65
2024-05-27,3,Dispatch,234,162,162,0,486
2024-05-27,3,Pack,218,138,138,0,414
2024-05-27,3,Pick,253,209,209,0,0
2024-05-28,1,Dispatch,250,186,186,0,186
2024-05-28,1,Pack,208,112,112,0,112
2024-05-28,1,Pick,253,128,128,0,0
2024-05-28,2,Dispatch,252,191,191,0,191
2024-05-28,2,Pack,191,191,257,66,266
2024-05-28,2,Pick,216,155,185,30,0
2024-05-28,3,Dispatch,253,138,138,0,138
2024-05-28,3,Pack,233,209,209,0,209
2024-05-28,3,Pick,230,134,134,0,0
2024-05-29,1,Dispatch,201,112,112,0,112
2024-05-29,1,Pack,193,128,128,0,128
2024-05-29,1,Pick,245,207,214,7,0
2024-05-29,2,Dispatch,261,191,191,0,191
2024-05-29,2,Pack,207,207,221,14,273
2024-05-29,2,Pick,252,159,201,42,0
2024-05-29,3,Dispatch,204,204,209,5,204
2024-05-29,3,Pack,185,134,134,0,134
2024-05-29,3,Pick,254,171,171,0,0
2024-05-30,1,Dispatch,254,128,128,0,128
2024-05-30,1,Pack,201,201,207,6,201
2024-05-30,1,Pick,228,180,187,7,0
2024-05-30,2,Dispatch,205,205,207,2,205
2024-05-30,2,Pack,218,173,173,0,187
2024-05-30,2,Pick,214,204,250,46,5
2024-05-30,3,Dispatch,221,139,139,0,144
2024-05-30,3,Pack,237,171,171,0,171
2024-05-30,3,Pick,266,173,173,0,0
2024-05-31,1,Dispatch,200,200,201,1,200
2024-05-31,1,Pack,219,186,186,0,192
2024-05-31,1,Pick,229,142,149,7,0
2024-05-31,2,Dispatch,203,175,175,0,177
2024-05-31,2,Pack,201,201,204,3,201
2024-05-31,2,Pick,218,163,217,54,0
2024-05-31,3,Dispatch,214,171,171,0,171
2024-05-31,3,Pack,207,173,173,0,173
2024-05-31,3,Pick,235,189,189,0,0
2024-06-03,1,Dispatch,220,187,187,0,562
2024-06-03,1,Pack,208,142,142,0,426
2024-06-03,1,Pick,244,181,188,7,0
2024-06-03,2,Dispatch,212,201,201,0,603
2024-06-03,2,Pack,229,166,166,0,501
2024-06-03,2,Pick,215,144,198,54,0
2024-06-03,3,Dispatch,219,173,173,0,519
2024-06-03,3,Pack,199,189,189,0,567
2024-06-03,3,Pick,234,128,128,0,0
2024-06-04,1,Dispatch,209,142,142,0,142
2024-06-04,1,Pack,234,181,181,0,181
2024-06-04,1,Pick,262,137,144,7,0
2024-06-04,2,Dispatch,219,166,166,0,166
2024-06-04,2,Pack,202,144,144,0,144
2024-06-04,2,Pick,217,147,195,48,116
2024-06-04,3,Dispatch,244,189,189,0,189
2024-06-04,3,Pack,202,128,128,0,128
2024-06-04,3,Pick,222,179,179,0,0
2024-06-05,1,Dispatch,219,181,181,0,181
2024-06-05,1,Pack,184,137,137,0,137
2024-06-05,1,Pick,222,181,188,7,0
2024-06-05,2,Dispatch,248,144,144,0,144
2024-06-05,2,Pack,192,147,147,0,147
2024-06-05,2,Pick,263,166,214,48,0
2024-06-05,3,Dispatch,203,128,128,0,128
2024-06-05,3,Pack,187,179,179,0,179
2024-06-05,3,Pick,249,221,221,0,0
2024-06-06,1,Dispatch,254,137,137,0,137
2024-06-06,1,Pack,214,181,181,0,181
2024-06-06,1,Pick,207,169,176,7,0
2024-06-06,2,Dispatch,226,147,147,0,147
2024-06-06,2,Pack,219,166,166,0,166
2024-06-06,2,Pick,214,181,240,59,0
2024-06-06,3,Dispatch,207,179,179,0,179
2024-06-06,3,Pack,240,221,221,0,221
2024-06-06,3,Pick,207,129,143,14,0
2024-06-07,1,Dispatch,256,181,181,0,181
2024-06-07,1,Pack,197,169,169,0,169
2024-06-07,1,Pick,237,132,153,21,0
2024-06-07,2,Dispatch,224,166,166,0,166
2024-06-07,2,Pack,231,181,181,0,181
2024-06-07,2,Pick,242,131,214,83,0
2024-06-07,3,Dispatch,224,221,221,0,221
2024-06-07,3,Pack,234,129,129,0,129
2024-06-07,3,Pick,246,159,185,26,0
2024-06-10,1,Dispatch,240,169,169,0,507
2024-06-10,1,Pack,183,132,132,0,396
2024-06-10,1,Pick,221,185,199,14,84
2024-06-10,2,Dispatch,249,181,181,0,543
2024-06-10,2,Pack,209,131,131,0,393
2024-06-10,2,Pick,243,243,261,18,635
2024-06-10,3,Dispatch,237,129,129,0,387
2024-06-10,3,Pack,223,159,159,0,477
2024-06-10,3,Pick,246,198,198,0,92
2024-06-11,1,Dispatch,228,132,132,0,132
2024-06-11,1,Pack,211,185,185,0,185
2024-06-11,1,Pick,257,151,151,0,56
2024-06-11,2,Dispatch,251,131,131,0,131
2024-06-11,2,Pack,196,196,243,47,196
2024-06-11,2,Pick,252,211,211,0,18
2024-06-11,3,Dispatch,243,159,159,0,159
2024-06-11,3,Pack,190,190,198,8,190
2024-06-11,3,Pick,228,138,138,0,0
2024-06-12,1,Dispatch,234,185,185,0,185
2024-06-12,1,Pack,233,151,151,0,151
2024-06-12,1,Pick,261,144,144,0,0
2024-06-12,2,Dispatch,253,196,196,0,196
2024-06-12,2,Pack,211,211,258,47,258
2024-06-12,2,Pick,243,153,160,7,0
2024-06-12,3,Dispatch,201,190,190,0,190
2024-06-12,3,Pack,185,146,146,0,154
2024-06-12,3,Pick,205,180,180,0,0
2024-06-13,1,Dispatch,216,151,151,0,151
2024-06-13,1,Pack,236,144,144,0,144
2024-06-13,1,Pick,251,145,145,0,0
2024-06-13,2,Dispatch,222,211,211,0,211
2024-06-13,2,Pack,212,200,200,0,247
2024-06-13,2,Pick,253,191,206,15,0
2024-06-13,3,Dispatch,242,146,146,0,146
2024-06-13,3,Pack,217,180,180,0,180
2024-06-13,3,Pick,214,200,200,0,0
2024-06-14,1,Dispatch,241,144,144,0,144
2024-06-14,1,Pack,238,145,145,0,145
2024-06-14,1,Pick,211,152,152,0,0
2024-06-14,2,Dispatch,216,200,200,0,200
2024-06-14,2,Pack,226,191,191,0,191
2024-06-14,2,Pick,234,183,205,22,0
2024-06-14,3,Dispatch,255,180,180,0,180
2024-06-14,3,Pack,234,200,200,0,200
2024-06-14,3,Pick,259,169,169,0,0
2024-06-17,1,Dispatch,238,145,145,0,435
2024-06-17,1,Pack,211,152,152,0,456
2024-06-17,1,Pick,238,119,132,13,0
2024-06-17,2,Dispatch,225,191,191,0,573
2024-06-17,2,Pack,237,183,183,0,549
2024-06-17,2,Pick,265,168,168,0,88
2024-06-17,3,Dispatch,257,200,200,0,600
2024-06-17,3,Pack,222,169,169,0,507
2024-06-17,3,Pick,247,142,142,0,0
2024-06-18,1,Dispatch,247,152,152,0,152
2024-06-18,1,Pack,235,119,119,0,119
2024-06-18,1,Pick,214,129,142,13,0
2024-06-18,2,Dispatch,228,183,183,0,183
2024-06-18,2,Pack,201,168,168,0,168
2024-06-18,2,Pick,257,156,170,14,0
2024-06-18,3,Dispatch,209,169,169,0,169
2024-06-18,3,Pack,185,142,142,0,142
2024-06-18,3,Pick,254,117,138,21,0
2024-06-19,1,Dispatch,255,119,119,0,119
2024-06-19,1,Pack,185,129,129,0,129
2024-06-19,1,Pick,233,141,154,13,0
2024-06-19,2,Dispatch,263,168,168,0,168
2024-06-19,2,Pack,220,156,156,0,156
2024-06-19,2,Pick,214,214,242,28,14
2024-06-19,3,Dispatch,252,142,142,0,142
2024-06-19,3,Pack,210,117,117,0,117
2024-06-19,3,Pick,265,180,216,36,0
2024-06-20,1,Dispatch,259,129,129,0,129
2024-06-20,1,Pack,210,141,141,0,141
2024-06-20,1,Pick,250,181,194,13,0
2024-06-20,2,Dispatch,212,156,156,0,156
2024-06-20,2,Pack,223,214,214,0,214
2024-06-20,2,Pick,220,220,234,14,28
2024-06-20,3,Dispatch,242,117,117,0,117
2024-06-20,3,Pack,206,180,180,0,180
2024-06-20,3,Pick,220,161,217,56,0
2024-06-21,1,Dispatch,201,141,141,0,141
2024-06-21,1,Pack,208,181,181,0,181
2024-06-21,1,Pick,252,160,173,13,0
2024-06-21,2,Dispatch,239,214,214,0,214
2024-06-21,2,Pack,214,214,220,6,214
2024-06-21,2,Pick,212,151,151,0,14
2024-06-21,3,Dispatch,232,180,180,0,180
2024-06-21,3,Pack,227,161,161,0,161
2024-06-21,3,Pick,223,180,236,56,0
2024-06-24,1,Dispatch,202,181,181,0,543
2024-06-24,1,Pack,199,160,160,0,480
2024-06-24,1,Pick,234,200,213,13,0
2024-06-24,2,Dispatch,231,214,214,0,642
2024-06-24,2,Pack,231,157,157,0,477
2024-06-24,2,Pick,220,142,142,0,0
2024-06-24,3,Dispatch,262,161,161,0,483
2024-06-24,3,Pack,202,180,180,0,540
2024-06-24,3,Pick,215,169,189,20,201
2024-06-25,1,Dispatch,228,160,160,0,160
2024-06-25,1,Pack,186,186,200,14,186
2024-06-25,1,Pick,251,136,136,0,104
2024-06-25,2,Dispatch,202,157,157,0,157
2024-06-25,2,Pack,210,142,142,0,142
2024-06-25,2,Pick,258,195,195,0,0
2024-06-25,3,Dispatch,243,180,180,0,180
2024-06-25,3,Pack,225,169,169,0,169
2024-06-25,3,Pick,225,166,195,29,0
2024-06-26,1,Dispatch,226,186,186,0,186
2024-06-26,1,Pack,190,150,150,0,164
2024-06-26,1,Pick,248,169,169,0,0
2024-06-26,2,Dispatch,257,142,142,0,142
2024-06-26,2,Pack,221,195,195,0,195
2024-06-26,2,Pick,238,121,125,4,0
2024-06-26,3,Dispatch,250,169,169,0,169
2024-06-26,3,Pack,196,166,166,0,166
2024-06-26,3,Pick,217,137,171,34,0
2024-06-27,1,Dispatch,241,150,150,0,150
2024-06-27,1,Pack,215,169,169,0,169
2024-06-27,1,Pick,225,184,184,0,0
2024-06-27,2,Dispatch,258,195,195,0,195
2024-06-27,2,Pack,235,121,121,0,121
2024-06-27,2,Pick,268,189,198,9,0
2024-06-27,3,Dispatch,250,166,166,0,166
2024-06-27,3,Pack,183,137,137,0,137
2024-06-27,3,Pick,208,128,162,34,0
2024-06-28,1,Dispatch,203,169,169,0,169
2024-06-28,1,Pack,238,184,184,0,184
2024-06-28,1,Pick,204,122,122,0,0
2024-06-28,2,Dispatch,202,121,121,0,121
2024-06-28,2,Pack,224,189,189,0,189
2024-06-28,2,Pick,208,157,166,9,0
2024-06-28,3,Dispatch,261,137,137,0,137
2024-06-28,3,Pack,187,128,128,0,128
2024-06-28,3,Pick,232,147,181,34,0
2024-07-01,1,Dispatch,239,184,184,0,552
2024-07-01,1,Pack,207,122,122,0,366
2024-07-01,1,Pick,218,134,134,0,0
2024-07-01,2,Dispatch,216,189,189,0,567
2024-07-01,2,Pack,229,157,157,0,471
